Date,EUNA
2018-09-21,4.8968000411987305
2018-09-24,4.8907999992370605
2018-09-25,4.88539981842041
2018-09-26,4.889100074768066
2018-09-27,4.8927001953125
2018-09-28,4.8927001953125
2018-10-01,4.8917999267578125
2018-10-02,4.894400119781494
2018-10-04,4.865699768066406
2018-10-05,4.868000030517578
2018-10-08,4.8572001457214355
2018-10-09,4.861000061035156
2018-10-10,4.857100009918213
2018-10-11,4.8628997802734375
2018-10-12,4.865099906921387
2018-10-15,4.86359977722168
2018-10-16,4.86359977722168
2018-10-17,4.86870002746582
2018-10-18,4.865699768066406
2018-10-19,4.860899925231934
2018-10-22,4.862400054931641
2018-10-23,4.871300220489502
2018-10-24,4.871300220489502
2018-10-25,4.875
2018-10-26,4.885799884796143
2018-10-29,4.883999824523926
2018-10-30,4.8790998458862305
2018-10-31,4.874899864196777
2018-11-01,4.874000072479248
2018-11-02,4.8643999099731445
2018-11-05,4.864999771118164
2018-11-06,4.863800048828125
2018-11-07,4.866000175476074
2018-11-08,4.860400199890137
2018-11-09,4.865200042724609
2018-11-12,4.8684000968933105
2018-11-13,4.8628997802734375
2018-11-14,4.8649001121521
2018-11-15,4.870299816131592
2018-11-16,4.870299816131592
2018-11-19,4.8709001541137695
2018-11-20,4.871200084686279
2018-11-21,4.871500015258789
2018-11-22,4.872399806976318
2018-11-23,4.872399806976318
2018-11-26,4.876500129699707
2018-11-27,4.873499870300293
2018-11-28,4.872700214385986
2018-11-29,4.881899833679199
2018-11-30,4.881899833679199
2018-12-03,4.8871002197265625
2018-12-04,4.898200035095215
2018-12-05,4.902400016784668
2018-12-06,4.912499904632568
2018-12-07,4.90749979019165
2018-12-10,4.91510009765625
2018-12-11,4.916100025177002
2018-12-12,4.910999774932861
2018-12-13,4.910999774932861
2018-12-14,4.912899971008301
2018-12-17,4.915200233459473
2018-12-18,4.925899982452393
2018-12-19,4.927700042724609
2018-12-20,4.934299945831299
2018-12-21,4.92519998550415
2018-12-27,4.933800220489502
2018-12-28,4.934800148010254
2019-01-02,4.9492998123168945
2019-01-03,4.9583001136779785
2019-01-04,4.944200038909912
2019-01-07,4.9405999183654785
2019-01-08,4.943900108337402
2019-01-09,4.937600135803223
2019-01-10,4.938799858093262
2019-01-11,4.94379997253418
2019-01-14,4.942399978637695
2019-01-15,4.942800045013428
2019-01-16,4.947500228881836
2019-01-17,4.942999839782715
2019-01-18,4.939199924468994
2019-01-21,4.940100193023682
2019-01-22,4.946700096130371
2019-01-23,4.959700107574463
2019-01-24,4.959199905395508
2019-01-25,4.960100173950195
2019-01-28,4.957900047302246
2019-01-29,4.96150016784668
2019-01-30,4.961999893188477
2019-01-31,4.982900142669678
2019-02-01,4.97130012512207
2019-02-04,4.96750020980835
2019-02-05,4.97790002822876
2019-02-06,4.9770002365112305
2019-02-07,4.9816999435424805
2019-02-08,4.984499931335449
2019-02-11,4.984000205993652
2019-02-12,4.980500221252441
2019-02-13,4.979899883270264
2019-02-14,4.98360013961792
2019-02-15,4.983500003814697
2019-02-18,4.9816999435424805
2019-02-19,4.986700057983398
2019-02-20,4.980899810791016
2019-02-21,4.97599983215332
2019-02-22,4.982999801635742
2019-02-25,4.9807000160217285
2019-02-26,4.984099864959717
2019-02-27,4.968999862670898
2019-02-28,4.9710001945495605
2019-03-01,4.966300010681152
2019-03-04,4.9679999351501465
2019-03-05,4.967599868774414
2019-03-06,4.980100154876709
2019-03-07,4.992400169372559
2019-03-08,4.995200157165527
2019-03-11,4.993599891662598
2019-03-12,5.0015997886657715
2019-03-13,5.000999927520752
2019-03-14,4.997399806976318
2019-03-15,5.0005998611450195
2019-03-18,5.0065999031066895
2019-03-19,5.004000186920166
2019-03-20,5.006800174713135
2019-03-21,5.023200035095215
2019-03-22,5.046800136566162
2019-03-25,5.047399997711182
2019-03-26,5.04580020904541
2019-03-27,5.054999828338623
2019-03-28,5.054999828338623
2019-03-29,5.053199768066406
2019-04-01,5.041399955749512
2019-04-02,5.03879976272583
2019-04-03,5.029399871826172
2019-04-04,5.028600215911865
2019-04-05,5.032800197601318
2019-04-08,5.033400058746338
2019-04-09,5.038599967956543
2019-04-10,5.0432000160217285
2019-04-11,5.038599967956543
2019-04-12,5.030600070953369
2019-04-15,5.027400016784668
2019-04-16,5.017600059509277
2019-04-17,5.019999980926514
2019-04-18,5.026599884033203
2019-04-23,5.023399829864502
2019-04-24,5.035200119018555
2019-04-25,5.033400058746338
2019-04-26,5.042399883270264
2019-04-29,5.037799835205078
2019-04-30,5.03380012512207
2019-05-02,5.033400058746338
2019-05-03,5.036200046539307
2019-05-06,5.044600009918213
2019-05-07,5.0472002029418945
2019-05-08,5.057799816131592
2019-05-09,5.03980016708374
2019-05-10,5.040200233459473
2019-05-13,5.0524001121521
2019-05-14,5.046999931335449
2019-05-15,5.053999900817871
2019-05-16,5.053599834442139
2019-05-17,5.057799816131592
2019-05-20,5.052599906921387
2019-05-21,5.044400215148926
2019-05-22,5.0543999671936035
2019-05-23,5.061200141906738
2019-05-24,5.066999912261963
2019-05-27,5.064199924468994
2019-05-28,5.072999954223633
2019-05-29,5.078999996185303
2019-05-30,5.082600116729736
2019-05-31,5.091000080108643
2019-06-03,5.100599765777588
2019-06-04,5.102399826049805
2019-06-05,5.1082000732421875
2019-06-06,5.114999771118164
2019-06-07,5.125999927520752
2019-06-11,5.1143999099731445
2019-06-12,5.114999771118164
2019-06-13,5.11959981918335
2019-06-14,5.125
2019-06-17,5.124000072479248
2019-06-18,5.141600131988525
2019-06-19,5.133200168609619
2019-06-20,5.176199913024902
2019-06-21,5.145400047302246
2019-06-24,5.147600173950195
2019-06-25,5.156199932098389
2019-06-26,5.142000198364258
2019-06-27,5.144800186157227
2019-06-28,5.148799896240234
2019-07-01,5.156199932098389
2019-07-02,5.157800197601318
2019-07-03,5.179200172424316
2019-07-04,5.1803998947143555
2019-07-05,5.155200004577637
2019-07-08,5.163599967956543
2019-07-09,5.157199859619141
2019-07-10,5.15339994430542
2019-07-11,5.1458001136779785
2019-07-12,5.140200138092041
2019-07-15,5.147600173950195
2019-07-16,5.144999980926514
2019-07-17,5.151000022888184
2019-07-18,5.158400058746338
2019-07-19,5.162799835205078
2019-07-22,5.164400100708008
2019-07-23,5.166999816894531
2019-07-24,5.174799919128418
2019-07-25,5.167200088500977
2019-07-26,5.168799877166748
2019-07-29,5.170599937438965
2019-07-30,5.169600009918213
2019-07-31,5.180799961090088
2019-08-01,5.188399791717529
2019-08-02,5.201200008392334
2019-08-05,5.211999893188477
2019-08-06,5.2230000495910645
2019-08-07,5.242400169372559
2019-08-08,5.222799777984619
2019-08-09,5.232999801635742
2019-08-12,5.240200042724609
2019-08-13,5.240600109100342
2019-08-14,5.256999969482422
2019-08-15,5.281400203704834
2019-08-16,5.269800186157227
2019-08-19,5.2617998123168945
2019-08-20,5.269599914550781
2019-08-21,5.269000053405762
2019-08-22,5.261600017547607
2019-08-23,5.265200138092041
2019-08-26,5.269000053405762
2019-08-27,5.283999919891357
2019-08-28,5.29040002822876
2019-08-29,5.28380012512207
2019-08-30,5.284800052642822
2019-09-02,5.281799793243408
2019-09-03,5.292799949645996
2019-09-04,5.289400100708008
2019-09-05,5.2565999031066895
2019-09-06,5.265999794006348
2019-09-09,5.250199794769287
2019-09-10,5.235400199890137
2019-09-11,5.230599880218506
2019-09-12,5.229599952697754
2019-09-13,5.196400165557861
2019-09-16,5.20359992980957
2019-09-17,5.210400104522705
2019-09-18,5.222599983215332
2019-09-19,5.224400043487549
2019-09-20,5.22599983215332
2019-09-23,5.245800018310547
2019-09-24,5.2515997886657715
2019-09-25,5.243599891662598
2019-09-26,5.2434000968933105
2019-09-27,5.2444000244140625
2019-09-30,5.23960018157959
2019-10-01,5.251999855041504
2019-10-02,5.243800163269043
2019-10-04,5.257599830627441
2019-10-07,5.258800029754639
2019-10-08,5.26140022277832
2019-10-09,5.250400066375732
2019-10-10,5.2332000732421875
2019-10-11,5.2170000076293945
2019-10-14,5.223199844360352
2019-10-15,5.214600086212158
2019-10-16,5.2129998207092285
2019-10-17,5.212399959564209
2019-10-18,5.208199977874756
2019-10-21,5.194399833679199
2019-10-22,5.204599857330322
2019-10-23,5.218400001525879
2019-10-24,5.216000080108643
2019-10-25,5.210000038146973
2019-10-28,5.192599773406982
2019-10-29,5.192800045013428
2019-10-30,5.19920015335083
2019-10-31,5.223999977111816
2019-11-01,5.215400218963623
2019-11-04,5.209400177001953
2019-11-05,5.190400123596191
2019-11-06,5.1956000328063965
2019-11-07,5.172800064086914
2019-11-08,5.178800106048584
2019-11-11,5.1691999435424805
2019-11-12,5.168799877166748
2019-11-13,5.180200099945068
2019-11-14,5.19320011138916
2019-11-15,5.189599990844727
2019-11-18,5.1956000328063965
2019-11-19,5.200200080871582
2019-11-20,5.2017998695373535
2019-11-21,5.195000171661377
2019-11-22,5.20419979095459
2019-11-25,5.20419979095459
2019-11-26,5.206999778747559
2019-11-27,5.207799911499023
2019-11-28,5.204999923706055
2019-11-29,5.204400062561035
2019-12-02,5.188199996948242
2019-12-03,5.215000152587891
2019-12-04,5.196199893951416
2019-12-05,5.190800189971924
2019-12-06,5.186200141906738
2019-12-09,5.192999839782715
2019-12-10,5.192399978637695
2019-12-11,5.195199966430664
2019-12-12,5.183199882507324
2019-12-13,5.198599815368652
2019-12-16,5.188600063323975
2019-12-17,5.192800045013428
2019-12-18,5.181399822235107
2019-12-19,5.182600021362305
2019-12-20,5.182000160217285
2019-12-23,5.183800220489502
2019-12-27,5.197400093078613
2019-12-30,5.184599876403809
2020-01-02,5.200200080871582
2020-01-03,5.205399990081787
2020-01-06,5.202400207519531
2020-01-07,5.1956000328063965
2020-01-08,5.192800045013428
2020-01-09,5.177199840545654
2020-01-10,5.1956000328063965
2020-01-13,5.189000129699707
2020-01-14,5.193999767303467
2020-01-15,5.20959997177124
2020-01-16,5.198400020599365
2020-01-17,5.200399875640869
2020-01-20,5.207399845123291
2020-01-21,5.211599826812744
2020-01-22,5.213600158691406
2020-01-23,5.225399971008301
2020-01-24,5.233799934387207
2020-01-27,5.245800018310547
2020-01-28,5.2393999099731445
2020-01-29,5.251200199127197
2020-01-30,5.2596001625061035
2020-01-31,5.265399932861328
2020-02-03,5.261000156402588
2020-02-04,5.252799987792969
2020-02-05,5.231400012969971
2020-02-06,5.234799861907959
2020-02-07,5.251200199127197
2020-02-10,5.26639986038208
2020-02-11,5.256999969482422
2020-02-12,5.253600120544434
2020-02-13,5.255199909210205
2020-02-14,5.255000114440918
2020-02-17,5.2606000900268555
2020-02-18,5.271999835968018
2020-02-19,5.265999794006348
2020-02-20,5.27239990234375
2020-02-21,5.2778000831604
2020-02-24,5.2932000160217285
2020-02-25,5.305799961090088
2020-02-26,5.287199974060059
2020-02-27,5.281400203704834
2020-02-28,5.300000190734863
2020-03-02,5.311800003051758
2020-03-03,5.3358001708984375
2020-03-04,5.340000152587891
2020-03-05,5.325399875640869
2020-03-06,5.369800090789795
2020-03-09,5.377399921417236
2020-03-10,5.322800159454346
2020-03-11,5.302199840545654
2020-03-12,5.198999881744385
2020-03-13,5.167799949645996
2020-03-16,5.21999979019165
2020-03-17,5.086999893188477
2020-03-18,5.052599906921387
2020-03-19,5.054599761962891
2020-03-20,5.050000190734863
2020-03-23,5.1153998374938965
2020-03-24,5.086599826812744
2020-03-25,5.167600154876709
2020-03-26,5.199999809265137
2020-03-27,5.214799880981445
2020-03-30,5.235199928283691
2020-03-31,5.240600109100342
2020-04-01,5.236599922180176
2020-04-02,5.228600025177002
2020-04-03,5.2382001876831055
2020-04-06,5.241600036621094
2020-04-07,5.210000038146973
2020-04-08,5.228400230407715
2020-04-09,5.26140022277832
2020-04-14,5.2332000732421875
2020-04-15,5.261600017547607
2020-04-16,5.28000020980835
2020-04-17,5.283999919891357
2020-04-20,5.270199775695801
2020-04-21,5.277400016784668
2020-04-22,5.276000022888184
2020-04-23,5.2718000411987305
2020-04-24,5.300000190734863
2020-04-27,5.285200119018555
2020-04-28,5.283199787139893
2020-04-29,5.296599864959717
2020-04-30,5.275599956512451
2020-05-04,5.311600208282471
2020-05-05,5.295199871063232
2020-05-06,5.276599884033203
2020-05-07,5.291399955749512
2020-05-08,5.281599998474121
2020-05-11,5.283999919891357
2020-05-12,5.273799896240234
2020-05-13,5.282599925994873
2020-05-14,5.290200233459473
2020-05-15,5.287600040435791
2020-05-18,5.291800022125244
2020-05-19,5.284200191497803
2020-05-20,5.289999961853027
2020-05-21,5.3094000816345215
2020-05-22,5.309999942779541
2020-05-25,5.305600166320801
2020-05-26,5.308800220489502
2020-05-27,5.3053998947143555
2020-05-28,5.315800189971924
2020-05-29,5.298999786376953
2020-06-02,5.3043999671936035
2020-06-03,5.2993998527526855
2020-06-04,5.294000148773193
2020-06-05,5.301799774169922
2020-06-08,5.295000076293945
2020-06-09,5.298799991607666
2020-06-10,5.296999931335449
2020-06-11,5.3246002197265625
2020-06-12,5.321800231933594
2020-06-15,5.317800045013428
2020-06-16,5.3094000816345215
2020-06-17,5.314000129699707
2020-06-18,5.327400207519531
2020-06-19,5.312399864196777
2020-06-22,5.328000068664551
2020-06-23,5.323800086975098
2020-06-24,5.323800086975098
2020-06-25,5.32859992980957
2020-06-26,5.328999996185303
2020-06-29,5.329800128936768
2020-06-30,5.339799880981445
2020-07-01,5.315999984741211
2020-07-02,5.342199802398682
2020-07-03,5.339799880981445
2020-07-06,5.339200019836426
2020-07-07,5.333399772644043
2020-07-08,5.3379998207092285
2020-07-09,5.338399887084961
2020-07-10,5.35099983215332
2020-07-13,5.337399959564209
2020-07-14,5.343200206756592
2020-07-15,5.341599941253662
2020-07-16,5.353000164031982
2020-07-17,5.35260009765625
2020-07-20,5.367000102996826
2020-07-21,5.366799831390381
2020-07-22,5.3694000244140625
2020-07-23,5.379199981689453
2020-07-24,5.368199825286865
2020-07-27,5.377399921417236
2020-07-28,5.364999771118164
2020-07-29,5.367000102996826
2020-07-30,5.3765997886657715
2020-07-31,5.377999782562256
2020-08-03,5.376399993896484
2020-08-04,5.382999897003174
2020-08-05,5.373600006103516
2020-08-06,5.390200138092041
2020-08-07,5.3856000900268555
2020-08-10,5.385200023651123
2020-08-11,5.366600036621094
2020-08-12,5.358799934387207
2020-08-13,5.353799819946289
2020-08-14,5.348800182342529
2020-08-17,5.347799777984619
2020-08-18,5.353000164031982
2020-08-19,5.362400054931641
2020-08-20,5.361599922180176
2020-08-21,5.355999946594238
2020-08-24,5.353400230407715
2020-08-25,5.336599826812744
2020-08-26,5.340799808502197
2020-08-27,5.3317999839782715
2020-08-28,5.328800201416016
2020-08-31,5.329800128936768
2020-09-01,5.342400074005127
2020-09-02,5.356400012969971
2020-09-03,5.363800048828125
2020-09-04,5.360599994659424
2020-09-07,5.339799880981445
2020-09-08,5.362599849700928
2020-09-09,5.3480000495910645
2020-09-10,5.337800025939941
2020-09-11,5.354000091552734
2020-09-14,5.356800079345703
2020-09-15,5.34499979019165
2020-09-16,5.34499979019165
2020-09-17,5.359600067138672
2020-09-18,5.355599880218506
2020-09-21,5.359399795532227
2020-09-22,5.350599765777588
2020-09-23,5.360000133514404
2020-09-24,5.351200103759766
2020-09-25,5.356400012969971
2020-09-28,5.347400188446045
2020-09-29,5.359600067138672
2020-09-30,5.338600158691406
2020-10-01,5.346799850463867
2020-10-02,5.34499979019165
2020-10-05,5.337600231170654
2020-10-06,5.341599941253662
2020-10-07,5.341000080108643
2020-10-08,5.338600158691406
2020-10-09,5.345600128173828
2020-10-12,5.348599910736084
2020-10-13,5.360000133514404
2020-10-14,5.362599849700928
2020-10-15,5.36299991607666
2020-10-16,5.3703999519348145
2020-10-19,5.36460018157959
2020-10-20,5.36359977722168
2020-10-21,5.3480000495910645
2020-10-22,5.347799777984619
2020-10-23,5.346399784088135
2020-10-26,5.344600200653076
2020-10-27,5.359799861907959
2020-10-28,5.362400054931641
2020-10-29,5.353000164031982
2020-10-30,5.344399929046631
2020-11-02,5.355800151824951
2020-11-03,5.3429999351501465
2020-11-04,5.371799945831299
2020-11-05,5.36899995803833
2020-11-06,5.36299991607666
2020-11-09,5.3429999351501465
2020-11-10,5.339799880981445
2020-11-11,5.35260009765625
2020-11-12,5.351200103759766
2020-11-13,5.3531999588012695
2020-11-16,5.357999801635742
2020-11-17,5.359399795532227
2020-11-18,5.368800163269043
2020-11-19,5.366399765014648
2020-11-20,5.367800235748291
2020-11-23,5.373199939727783
2020-11-24,5.371399879455566
2020-11-25,5.365799903869629
2020-11-26,5.374000072479248
2020-11-27,5.36899995803833
2020-11-30,5.377600193023682
2020-12-01,5.368800163269043
2020-12-02,5.354599952697754
2020-12-03,5.37060022354126
2020-12-04,5.361999988555908
2020-12-07,5.373000144958496
2020-12-08,5.38040018081665
2020-12-09,5.370800018310547
2020-12-10,5.378200054168701
2020-12-11,5.389999866485596
2020-12-14,5.37939977645874
2020-12-15,5.384399890899658
2020-12-16,5.36899995803833
2020-12-17,5.378799915313721
2020-12-18,5.3805999755859375
2020-12-21,5.382800102233887
2020-12-22,5.37939977645874
2020-12-23,5.368599891662598
2020-12-28,5.377600193023682
2020-12-29,5.374199867248535
2020-12-30,5.376200199127197
2021-01-04,5.39139986038208
2021-01-05,5.38100004196167
2021-01-06,5.359000205993652
2021-01-07,5.361599922180176
2021-01-08,5.3632001876831055
2021-01-11,5.346799850463867
2021-01-12,5.339600086212158
2021-01-13,5.361400127410889
2021-01-14,5.36460018157959
2021-01-15,5.363999843597412
2021-01-18,5.358399868011475
2021-01-19,5.36460018157959
2021-01-20,5.360000133514404
2021-01-21,5.354400157928467
2021-01-22,5.346799850463867
2021-01-25,5.368599891662598
2021-01-26,5.361999988555908
2021-01-27,5.354400157928467
2021-01-28,5.359799861907959
2021-01-29,5.353799819946289
2021-02-01,5.355199813842773
2021-02-02,5.3460001945495605
2021-02-03,5.343800067901611
2021-02-04,5.3368000984191895
2021-02-05,5.33519983291626
2021-02-08,5.331399917602539
2021-02-09,5.334000110626221
2021-02-10,5.330999851226807
2021-02-11,5.335599899291992
2021-02-12,5.327199935913086
2021-02-15,5.304999828338623
2021-02-16,5.302000045776367
2021-02-17,5.302199840545654
2021-02-18,5.2947998046875
2021-02-19,5.285999774932861
2021-02-22,5.279799938201904
2021-02-23,5.2729997634887695
2021-02-24,5.269999980926514
2021-02-25,5.247399806976318
2021-02-26,5.238999843597412
2021-03-01,5.260000228881836
2021-03-02,5.2667999267578125
2021-03-03,5.251800060272217
2021-03-04,5.258399963378906
2021-03-05,5.248600006103516
2021-03-08,5.239999771118164
2021-03-09,5.247399806976318
2021-03-10,5.250400066375732
2021-03-11,5.253399848937988
2021-03-12,5.235199928283691
2021-03-15,5.245800018310547
2021-03-16,5.243199825286865
2021-03-17,5.226799964904785
2021-03-18,5.222400188446045
2021-03-19,5.223999977111816
2021-03-22,5.232999801635742
2021-03-23,5.246399879455566
2021-03-24,5.246399879455566
2021-03-25,5.254000186920166
2021-03-26,5.247600078582764
2021-03-29,5.239799976348877
2021-03-30,5.23360013961792
2021-03-31,5.239999771118164
2021-04-01,5.241399765014648
2021-04-06,5.243800163269043
2021-04-07,5.248000144958496
2021-04-08,5.255000114440918
2021-04-09,5.24399995803833
2021-04-12,5.243599891662598
2021-04-13,5.247000217437744
2021-04-14,5.248600006103516
2021-04-15,5.26200008392334
2021-04-16,5.254799842834473
2021-04-19,5.251200199127197
2021-04-20,5.256199836730957
2021-04-21,5.258399963378906
2021-04-22,5.256999969482422
2021-04-23,5.256400108337402
2021-04-26,5.255000114440918
2021-04-27,5.250999927520752
2021-04-28,5.24399995803833
2021-04-29,5.237800121307373
2021-04-30,5.24399995803833
2021-05-03,5.245999813079834
2021-05-04,5.252799987792969
2021-05-05,5.250999927520752
2021-05-06,5.252200126647949
2021-05-07,5.253600120544434
2021-05-10,5.246799945831299
2021-05-11,5.23859977722168
2021-05-12,5.22599983215332
2021-05-13,5.2241997718811035
2021-05-14,5.226799964904785
2021-05-17,5.22760009765625
2021-05-18,5.225599765777588
2021-05-19,5.22599983215332
2021-05-20,5.230599880218506
2021-05-21,5.231800079345703
2021-05-25,5.243800163269043
2021-05-26,5.254199981689453
2021-05-27,5.242599964141846
2021-05-28,5.246399879455566
2021-05-31,5.2505998611450195
2021-06-01,5.246600151062012
2021-06-02,5.249000072479248
2021-06-03,5.243199825286865
2021-06-04,5.255000114440918
2021-06-07,5.253200054168701
2021-06-08,5.256800174713135
2021-06-09,5.265999794006348
2021-06-10,5.263000011444092
2021-06-11,5.274600028991699
2021-06-14,5.266600131988525
2021-06-15,5.263999938964844
2021-06-16,5.26800012588501
2021-06-17,5.263400077819824
2021-06-18,5.2708001136779785
2021-06-21,5.26639986038208
2021-06-22,5.26039981842041
2021-06-23,5.264400005340576
2021-06-24,5.267000198364258
2021-06-25,5.252600193023682
2021-06-28,5.262800216674805
2021-06-29,5.26800012588501
2021-06-30,5.274600028991699
2021-07-01,5.270199775695801
2021-07-02,5.276800155639648
2021-07-05,5.274199962615967
2021-07-06,5.291200160980225
2021-07-07,5.297800064086914
2021-07-08,5.303999900817871
2021-07-09,5.298799991607666
2021-07-12,5.2941999435424805
2021-07-13,5.293000221252441
2021-07-14,5.298999786376953
2021-07-15,5.3003997802734375
2021-07-16,5.306399822235107
2021-07-19,5.3225998878479
2021-07-20,5.325200080871582
2021-07-21,5.315400123596191
2021-07-22,5.322000026702881
2021-07-23,5.323800086975098
