Date,US,Dev_exUS,EM,BTC
1990-01-02,359.69000244140625,,,
1990-01-03,358.760009765625,,,
1990-01-04,355.6700134277344,,,
1990-01-05,352.20001220703125,,,
1990-01-08,353.7900085449219,,,
1990-01-09,349.6199951171875,,,
1990-01-10,347.30999755859375,,,
1990-01-11,348.5299987792969,,,
1990-01-12,339.92999267578125,,,
1990-01-15,337.0,,,
1990-01-16,340.75,,,
1990-01-17,337.3999938964844,,,
1990-01-18,338.19000244140625,,,
1990-01-19,339.1499938964844,,,
1990-01-22,330.3800048828125,,,
1990-01-23,331.6099853515625,,,
1990-01-24,330.260009765625,,,
1990-01-25,326.0799865722656,,,
1990-01-26,325.79998779296875,,,
1990-01-29,325.20001220703125,,,
1990-01-30,322.9800109863281,,,
1990-01-31,329.0799865722656,,,
1990-02-01,328.7900085449219,,,
1990-02-02,330.9200134277344,,,
1990-02-05,331.8500061035156,,,
1990-02-06,329.6600036621094,,,
1990-02-07,333.75,,,
1990-02-08,332.9599914550781,,,
1990-02-09,333.6199951171875,,,
1990-02-12,330.0799865722656,,,
1990-02-13,331.0199890136719,,,
1990-02-14,332.010009765625,,,
1990-02-15,334.8900146484375,,,
1990-02-16,332.7200012207031,,,
1990-02-20,327.989990234375,,,
1990-02-21,327.6700134277344,,,
1990-02-22,325.70001220703125,,,
1990-02-23,324.1499938964844,,,
1990-02-26,328.6700134277344,,,
1990-02-27,330.260009765625,,,
1990-02-28,331.8900146484375,,,
1990-03-01,332.739990234375,,,
1990-03-02,335.5400085449219,,,
1990-03-05,333.739990234375,,,
1990-03-06,337.92999267578125,,,
1990-03-07,336.95001220703125,,,
1990-03-08,340.2699890136719,,,
1990-03-09,337.92999267578125,,,
1990-03-12,338.6700134277344,,,
1990-03-13,336.0,,,
1990-03-14,336.8699951171875,,,
1990-03-15,338.07000732421875,,,
1990-03-16,341.9100036621094,,,
1990-03-19,343.5299987792969,,,
1990-03-20,341.57000732421875,,,
1990-03-21,339.739990234375,,,
1990-03-22,335.69000244140625,,,
1990-03-23,337.2200012207031,,,
1990-03-26,337.6300048828125,,,
1990-03-27,341.5,,,
1990-03-28,342.0,,,
1990-03-29,340.7900085449219,,,
1990-03-30,339.94000244140625,,,
1990-04-02,338.70001220703125,,,
1990-04-03,343.6400146484375,,,
1990-04-04,341.0899963378906,,,
1990-04-05,340.7300109863281,,,
1990-04-06,340.0799865722656,,,
1990-04-09,341.3699951171875,,,
1990-04-10,342.07000732421875,,,
